22.484665,91.719589,2
22.678665,91.626663,2
23.81767273,89.81117249,3
22.693291,91.61911,2
22.26173401,91.82579041,2
22.74513245,89.19044495,1
22.67784119,90.35636902,7
23.778076,89.798126,1
22.28782654,91.78871155,2
22.28233337,91.78459167,2
22.306996,91.790171,2
22.67784119,90.35636902,7
22.249374,91.824417,2
22.613571,91.66127,2
22.669601,91.62941,2
22.24525452,91.81755066,2
22.354431,91.761246,2
22.30979919,91.795578,2
22.392904,91.763104,2
22.32765198,91.77497864,2
22.28096,91.793289,2
22.28645325,91.79008484,2
22.30979919,91.795578,2
22.34275818,91.76261902,2
22.64350891,89.17945862,1
23.52516174,89.4884491,3
23.534775,89.508362,3
23.52928162,89.56672668,3
22.67784119,90.35636902,7
22.67784119,90.35636902,7
22.721787,91.603775,2
22.680244,91.624947,2
22.625931,91.654129,2
22.28645325,91.78459167,2
22.30155945,91.79283142,2
22.26722717,91.82304382,2
22.387896,91.762376,2
22.28782654,91.78733826,2
22.348251,91.761932,2
22.34138489,91.76261902,2
22.244797,91.815262,2
22.263107,91.822357,2
22.28370667,91.78459167,2
22.269974,91.811371,2
23.53614807,89.51179504,3
23.46336365,91.16798401,2
23.739853,90.409203,3
23.749243,90.403206,3
23.769348,90.40024,3
23.779096,90.398567,3
23.78059387,90.39894104,3
23.78059387,90.39894104,3
23.746948,90.429153,3
23.99894714,90.40992737,1
23.99894714,90.40992737,1
23.677483,90.442314,1
23.675674,90.44426,1
23.682216,90.424534,1
23.955002,90.315661,1
23.950048,90.314435,1
23.94538879,90.31242371,1
23.932343,90.306587,1
23.775177,88.632252,1
23.772788,88.629347,1
23.712959,90.425606,1
23.714504,90.425491,1
23.712753,90.425995,1
23.709869,90.426407,1
23.708287,90.427243,1
23.708267,90.429611,1
23.70624,90.432096,1
23.705368,90.434189,1
23.703308,90.434831,1
23.703244,90.435269,1
23.699432,90.43602,1
23.696038,90.435431,1
23.693161,90.432358,1
23.692398,90.430527,1
23.689407,90.427231,1
23.686229,90.424445,1
23.683319,90.419731,1
23.675125,90.402992,1
23.675308,90.397568,1
23.662796,90.392227,1
23.66169,90.374908,1
23.657456,90.358658,1
23.658218,90.354996,1
