lat,lng,color,mean
23.73707661825095,90.40231809505701,"(255, 0, 0)",10.685817490494257
23.738468807407404,90.40245681805554,"(223, 111, 0)",15.165925925925864
23.738490702272728,90.40015038977272,"(191, 191, 0)",19.183181818181748
23.738530308552612,90.39716306052632,"(79, 159, 0)",23.200526315789396
23.736397773191513,90.40592980638301,"(0, 128, 0)",30.896382978723256
