lat,lng,csq
23.7381217,90.3972883,N/A
23.7381167,90.3972533,"13,99"
23.73812,90.39718,N/A
23.7381133,90.3971567,N/A
23.73811,90.3971333,"8,99"
23.7381167,90.3970417,N/A
23.7381167,90.3970083,N/A
23.73812,90.39697,"9,99"
23.7381017,90.3968983,N/A
23.7380917,90.396865,N/A
23.73809,90.39683,"3,99"
23.738105,90.3967683,N/A
23.738105,90.3967433,N/A
23.738105,90.39672,"3,99"
23.7381283,90.3966683,N/A
23.7381333,90.3966433,N/A
23.73814,90.3966167,"3,99"
23.7381417,90.3965667,N/A
23.7381217,90.3965483,N/A
23.73808,90.396515,"3,99"
23.7380333,90.3964433,N/A
23.7380067,90.3964183,N/A
23.7379933,90.3963983,"7,99"
23.7379817,90.3963367,N/A
23.7379917,90.3963,N/A
23.7379617,90.3962817,"6,99"
23.73789,90.3962117,N/A
23.737875,90.3962033,N/A
23.7378467,90.3961933,"7,99"
23.737785,90.39618,N/A
23.73776,90.39617,N/A
23.7377217,90.396155,"9,99"
23.7376733,90.3961183,N/A
23.73768,90.3961233,N/A
23.7376817,90.3961183,"5,99"
23.73777,90.39611,N/A
23.73777,90.39611,N/A
23.7377683,90.3961083,"6,99"
23.73772,90.39606,N/A
23.7377133,90.396055,N/A
23.737695,90.3960467,"7,99"
23.7376417,90.396025,N/A
23.7376,90.3960183,N/A
23.73756,90.3960067,"10,99"
23.7374633,90.3959933,N/A
23.7374017,90.395985,N/A
23.7373633,90.3959767,"8,99"
23.7372833,90.3959767,N/A
23.7372283,90.3959783,N/A
23.7372117,90.39598,"5,99"
23.7371617,90.39598,N/A
23.73715,90.39598,N/A
23.73715,90.39599,"5,99"
23.7371133,90.3959883,N/A
23.7370683,90.395995,N/A
23.7370267,90.39599,"6,99"
23.736975,90.39598,N/A
23.7369367,90.3959667,N/A
23.7369017,90.3959567,"5,99"
23.736775,90.3959567,N/A
23.7366917,90.3959517,N/A
23.7366,90.3959367,"7,99"
23.7364267,90.3959183,N/A
23.73634,90.39591,N/A
23.7362517,90.3959017,"5,99"
23.7360417,90.3958967,N/A
23.73595,90.3958967,N/A
23.7358633,90.395895,"4,99"
23.7356733,90.39588,N/A
23.73559,90.395885,N/A
23.7355067,90.3958917,"2,99"
23.7353367,90.3958583,N/A
23.735235,90.3958617,N/A
23.7351483,90.3958633,"2,99"
23.73504,90.3958767,N/A
23.735005,90.395875,N/A
23.7349833,90.39587,"3,99"
23.7349617,90.39587,N/A
23.7349617,90.3958783,N/A
23.7349567,90.3958817,"6,99"
23.7349367,90.3958783,N/A
23.7349317,90.3958783,N/A
23.7349317,90.39588,"6,99"
23.7349317,90.3958767,N/A
23.734935,90.3958767,N/A
23.7349317,90.3958783,"7,99"
23.7349417,90.3958783,N/A
23.7349333,90.39588,N/A
23.7349233,90.3958783,"7,99"
23.7348917,90.3958633,N/A
23.7348867,90.3958567,N/A
23.7348867,90.39585,"7,99"
23.7349133,90.395835,N/A
23.73492,90.395825,N/A
23.7349333,90.3958117,"7,99"
23.7349117,90.395785,N/A
23.7349067,90.3957883,N/A
23.7349,90.3957867,"7,99"
23.734895,90.3957733,N/A
23.7348983,90.3957817,N/A
23.7348883,90.3958133,"7,99"
23.7348817,90.395835,N/A
23.73488,90.3958367,N/A
23.73487,90.3958433,"6,99"
23.7348317,90.39587,N/A
23.7348133,90.3958633,N/A
23.73478,90.3958667,"2,99"
23.734715,90.39585,N/A
23.734685,90.39582,N/A
23.73464,90.3958117,"3,99"
23.7344933,90.3957017,N/A
23.7344233,90.3956533,N/A
23.7343533,90.3956233,"3,99"
23.7341867,90.3956117,N/A
23.734115,90.3956533,N/A
23.73406,90.3956267,"3,99"
23.7340017,90.3956683,N/A
23.7339833,90.3957067,N/A
23.733965,90.3957017,"4,99"
23.7339083,90.395725,N/A
23.7338933,90.395735,N/A
23.73388,90.3957383,N/A
23.7338833,90.395895,N/A
23.73392,90.3957867,N/A
23.7339183,90.395785,N/A
23.7339167,90.3957817,N/A
23.733895,90.3957767,N/A
23.733885,90.39578,N/A
23.7338467,90.3958,N/A
23.7336417,90.3957117,N/A
23.7336383,90.395705,N/A
23.7336733,90.3958333,N/A
23.7334867,90.39588,N/A
23.7334983,90.3958417,N/A
23.7335117,90.3958067,N/A
23.733075,90.3943,"31,99"
23.7330733,90.3942867,N/A
23.7330733,90.3942833,N/A
23.7330783,90.3943033,"31,99"
23.7330883,90.3943133,N/A
23.7330883,90.394315,N/A
23.7330917,90.394315,"31,99"
23.73309,90.394315,N/A
23.7330917,90.394315,N/A
23.7330883,90.39432,"31,99"
23.7330917,90.3943333,N/A
23.7330967,90.39434,N/A
23.7330967,90.3943433,"31,99"
23.73309,90.39434,N/A
23.733085,90.3943417,N/A
23.73309,90.3943367,"26,99"
23.7330883,90.39433,N/A
23.7331083,90.3943183,N/A
23.733125,90.3942917,"31,99"
23.7331633,90.39418,N/A
23.733165,90.3941083,N/A
23.7331767,90.3940317,"28,99"
23.73317,90.3938183,N/A
23.7331733,90.39369,N/A
23.7331817,90.3935683,"21,99"
23.7331967,90.3933367,N/A
23.73321,90.39322,N/A
23.7332283,90.3931317,"31,99"
23.73325,90.393035,N/A
23.73326,90.3929717,N/A
23.733275,90.3928733,"31,99"
23.733315,90.3926267,N/A
23.7333333,90.3924817,N/A
23.7333383,90.392335,"29,99"
23.733335,90.392035,N/A
23.7333217,90.3919183,N/A
23.73331,90.3918433,"31,99"
23.7331983,90.3915983,N/A
23.7331117,90.391505,N/A
23.7330417,90.39143,"26,99"
23.7328333,90.3913483,N/A
23.7327617,90.3913417,N/A
23.732715,90.3913433,"27,99"
23.7325883,90.3913783,N/A
23.7325017,90.3914167,N/A
23.7323967,90.3914833,"25,99"
23.7322083,90.3916483,N/A
23.7321233,90.39173,N/A
23.7320517,90.3918067,"25,99"
23.7319767,90.3919,N/A
23.73194,90.3919283,N/A
23.731885,90.391965,"25,99"
23.73173,90.3920483,N/A
23.731635,90.392085,N/A
23.7315333,90.3920883,"21,99"
23.7313367,90.3920417,N/A
23.7312383,90.3920267,N/A
